municipio,year,hectares_lost
CARACOLI,2012,96
CARAMANTA,2012,12
CAREPA,2012,348
CAROLINA,2012,59
CAUCASIA,2012,522
CA¥ASGORDAS,2012,101
CHIGORODO,2012,382
CISNEROS,2012,6
CIUDAD BOLIVAR,2012,180
COCORNA,2012,64
CONCEPCION,2012,33
CONCORDIA,2012,86
COPACABANA,2012,21
CACERES,2012,900
DABEIBA,2012,259
DON MATIAS,2012,63
EBEJICO,2012,32
EL BAGRE,2012,2036
EL CARMEN DE VIBORAL,2012,40
SOPETRAN,2012,78
ENTRERRIOS,2012,93
ENVIGADO,2012,28
FREDONIA,2012,48
FRONTINO,2012,160
GIRALDO,2012,20
GIRARDOTA,2012,17
GRANADA,2012,35
GUADALUPE,2012,24
GUARNE,2012,60
GUATAPE,2012,14
GOMEZ PLATA,2012,69
HELICONIA,2012,17
HISPANIA,2012,12
ITAGUI,2012,2
ITUANGO,2012,224
JARDIN,2012,31
JERICO,2012,42
LA CEJA,2012,32
LA ESTRELLA,2012,7
LA PINTADA,2012,16
LA UNION,2012,9
LIBORINA,2012,50
MACEO,2012,275
MARINILLA,2012,20
MEDELLIN,2012,118
MONTEBELLO,2012,48
MURINDO,2012,50
MUTATA,2012,713
NARI¥O,2012,39
NECHI,2012,733
NECOCLI,2012,1724
OLAYA,2012,32
PEQUE,2012,37
PE¥OL,2012,38
PUEBLORRICO,2012,22
PUERTO BERRIO,2012,430
PUERTO NARE,2012,147
PUERTO TRIUNFO,2012,67
REMEDIOS,2012,2787
RETIRO,2012,285
RIONEGRO,2012,56
SABANALARGA,2012,37
SABANETA,2012,4
SALGAR,2012,167
SAN ANDRES,2012,59
SAN CARLOS,2012,275
SAN FRANCISCO,2012,105
SAN JERONIMO,2012,58
SAN JOSE DE LA MONTA¥A,2012,14
SAN JUAN DE URABA,2012,169
SAN LUIS,2012,234
SAN PEDRO DE URABA,2012,896
SAN PEDRO,2012,50
SAN RAFAEL,2012,146
SAN ROQUE,2012,290
SAN VICENTE,2012,63
SANTA BARBARA,2012,79
SANTA ROSA DE OSOS,2012,324
SANTAFE DE ANTIOQUIA,2012,110
SANTO DOMINGO,2012,83
SANTUARIO,2012,6
SEGOVIA,2012,1765
SONSON,2012,188
TARAZA,2012,854
TARSO,2012,31
TITIRIBI,2012,12
TOLEDO,2012,18
TURBO,2012,2155
TAMESIS,2012,21
URAMITA,2012,62
URRAO,2012,411
VALDIVIA,2012,184
VALPARAISO,2012,15
VEGACHI,2012,658
VENECIA,2012,2
VIGIA DEL FUERTE,2012,45
YALI,2012,237
YARUMAL,2012,198
YOLOMBO,2012,887
YONDO,2012,1441
ZARAGOZA,2012,1337
ARAUCA,2012,278
ARAUQUITA,2012,1234
CRAVO NORTE,2012,30
FORTUL,2012,590
PUERTO RONDON,2012,143
SARAVENA,2012,661
TAME,2012,1469
BARANOA,2012,19
BARRANQUILLA,2012,3
CAMPO DE LA CRUZ,2012,0
CANDELARIA,2012,6
GALAPA,2012,45
JUAN DE ACOSTA,2012,14
LURUACO,2012,55
MALAMBO,2012,9
MANATI,2012,4
PALMAR DE VARELA,2012,5
PIOJO,2012,28
POLONUEVO,2012,6
PONEDERA,2012,14
PUERTO COLOMBIA,2012,9
REPELON,2012,131
SABANAGRANDE,2012,0
SABANALARGA,2012,30
SANTA LUCIA,2012,2
SANTO TOMAS,2012,1
SOLEDAD,2012,0
SUAN,2012,1
TUBARA,2012,35
USIACURI,2012,17
SANTAFE DE BOGOTA D.C.,2012,86
ACHI,2012,111
ALTOS DEL ROSARIO,2012,56
ARENAL,2012,268
ARJONA,2012,131
ARROYOHONDO,2012,12
BARRANCO DE LOBA,2012,45
CALAMAR,2012,27
CANTAGALLO,2012,773
CARTAGENA,2012,91
CICUCO,2012,11
CLEMENCIA,2012,23
CORDOBA,2012,68
EL CARMEN DE BOLIVAR,2012,806
EL GUAMO,2012,91
EL PE¥ON,2012,83
HATILLO DE LOBA,2012,13
MAGANGUE,2012,91
MAHATES,2012,38
MARGARITA,2012,28
MARIA LA BAJA,2012,132
MOMPOS,2012,33
MONTECRISTO,2012,871
MORALES,2012,319
PINILLOS,2012,40
REGIDOR,2012,234
RIO VIEJO,2012,547
SAN CRISTOBAL,2012,2
SAN ESTANISLAO,2012,173
SAN FERNANDO,2012,36
SAN JACINTO,2012,210
SAN JACINTO DEL CAUCA,2012,224
SAN JUAN NEPOMUCENO,2012,185
SAN MARTIN DE LOBA,2012,166
SAN PABLO,2012,1636
SANTA CATALINA,2012,30
SANTA ROSA,2012,54
SANTA ROSA DEL SUR,2012,1056
SIMITI,2012,775
SOPLAVIENTO,2012,0
TALAIGUA NUEVO,2012,10
TIQUISIO,2012,295
TURBACO,2012,80
TURBANA,2012,26
VILLANUEVA,2012,188
ZAMBRANO,2012,183
ALMEIDA,2012,11
AQUITANIA,2012,59
ARCABUCO,2012,21
BELEN,2012,9
BERBEO,2012,2
BETEITIVA,2012,4
BOAVITA,2012,7
BOYACA,2012,1
BRICE¥O,2012,18
BUENAVISTA,2012,17
BUSBANZA,2012,0
CALDAS,2012,8
CAMPOHERMOSO,2012,35
CERINZA,2012,1
CHINAVITA,2012,7
CHIQUINQUIRA,2012,25
CHISCAS,2012,10
CHITA,2012,62
CHITARAQUE,2012,47
CHIVATA,2012,0
CHIVOR,2012,15
CHIQUIZA,2012,6
CIENAGA,2012,4
COPER,2012,26
CORRALES,2012,2
COVARACHIA,2012,4
CUBARA,2012,215
CUCAITA,2012,3
CUITIVA,2012,4
COMBITA,2012,8
DUITAMA,2012,16
EL COCUY,2012,6
EL ESPINO,2012,3
FIRAVITOBA,2012,5
FLORESTA,2012,14
GACHANTIVA,2012,11
GARAGOA,2012,10
GUACAMAYAS,2012,2
GUATEQUE,2012,0
GUAYATA,2012,8
GAMEZA,2012,4
GUICAN,2012,20
IZA,2012,1
JENESANO,2012,2
JERICO,2012,4
LA CAPILLA,2012,1
LA UVITA,2012,18
LA VICTORIA,2012,3
LABRANZAGRANDE,2012,68
MACANAL,2012,41
MARIPI,2012,19
MIRAFLORES,2012,11
MONGUA,2012,41
MONGUI,2012,4
MONIQUIRA,2012,102
MOTAVITA,2012,1
MUZO,2012,13
NOBSA,2012,7
NUEVO COLON,2012,2
OICATA,2012,7
OTANCHE,2012,82
PACHAVITA,2012,2
PAIPA,2012,53
PAJARITO,2012,33
PANQUEBA,2012,1
PAUNA,2012,59
PAYA,2012,117
PAZ DE RIO,2012,6
PESCA,2012,21
PISBA,2012,68
PUERTO BOYACA,2012,193
PAEZ,2012,22
QUIPAMA,2012,28
RAMIRIQUI,2012,15
RONDON,2012,27
RAQUIRA,2012,18
SABOYA,2012,20
SAMACA,2012,9
SAN EDUARDO,2012,12
SAN JOSE DE PARE,2012,80
SAN LUIS DE GACENO,2012,101
SAN MATEO,2012,3
SAN MIGUEL DE SEMA,2012,37
SAN PABLO DE BORBUR,2012,16
SANTA MARIA,2012,52
SANTA ROSA DE VITERBO,2012,12
SANTA SOFIA,2012,4
SANTANA,2012,90
SATIVANORTE,2012,6
SATIVASUR,2012,3
SIACHOQUE,2012,4
SOATA,2012,3
SOCHA,2012,17
SOCOTA,2012,50
SOGAMOSO,2012,7
SOMONDOCO,2012,12
SORA,2012,1
SORACA,2012,3
SOTAQUIRA,2012,33
SUSACON,2012,6
SUTAMARCHAN,2012,4
SUTATENZA,2012,2
SACHICA,2012,0
TASCO,2012,16
TENZA,2012,0
TIBANA,2012,4
TIBASOSA,2012,9
TINJACA,2012,11
TIPACOQUE,2012,2
TOCA,2012,3
TOGUI,2012,36
TOPAGA,2012,2
TOTA,2012,8
TUNJA,2012,5
TUNUNGUA,2012,12
TURMEQUE,2012,1
TUTA,2012,24
TUTAZA,2012,5
UMBITA,2012,7
VENTAQUEMADA,2012,11
VILLA DE LEYVA,2012,15
VIRACACHA,2012,4
ZETAQUIRA,2012,21
AGUADAS,2012,85
ANSERMA,2012,83
ARANZAZU,2012,34
BELALCAZAR,2012,71
CHINCHINA,2012,143
FILADELFIA,2012,29
LA DORADA,2012,142
LA MERCED,2012,28
MANIZALES,2012,128
MANZANARES,2012,99
MARMATO,2012,5
MARQUETALIA,2012,30
MARULANDA,2012,20
NEIRA,2012,67
NORCASIA,2012,77
PALESTINA,2012,118
PENSILVANIA,2012,146
PACORA,2012,67
RIOSUCIO,2012,152
RISARALDA,2012,64
SALAMINA,2012,87
SAMANA,2012,127
SAN JOSE,2012,60
SUPIA,2012,24
VICTORIA,2012,91
VILLAMARIA,2012,40
VITERBO,2012,19
ALBANIA,2012,97
BELEN DE LOS ANDAQUIES,2012,366
CARTAGENA DEL CHAIRA,2012,8956
CURILLO,2012,507
EL DONCELLO,2012,163
EL PAUJIL,2012,116
FLORENCIA,2012,507
LA MONTA¥ITA,2012,367
MILAN,2012,274
MORELIA,2012,60
PUERTO RICO,2012,595
SAN JOSE DEL FRAGUA,2012,387
SAN VICENTE DEL CAGUAN,2012,7533
SOLANO,2012,3419
SOLITA,2012,496
VALPARAISO,2012,520
AGUAZUL,2012,115
CHAMEZA,2012,34
HATO COROZAL,2012,493
LA SALINA,2012,19
MANI,2012,337
MONTERREY,2012,144
NUNCHIA,2012,253
OROCUE,2012,76
PAZ DE ARIPORO,2012,423
PORE,2012,231
RECETOR,2012,17
SABANALARGA,2012,70
SAN LUIS DE PALENQUE,2012,308
SACAMA,2012,52
TAURAMENA,2012,341
TRINIDAD,2012,499
TAMARA,2012,220
VILLANUEVA,2012,892
YOPAL,2012,395
ALMAGUER,2012,74
ARGELIA,2012,381
BALBOA,2012,143
BOLIVAR,2012,211
BUENOS AIRES,2012,173
CAJIBIO,2012,470
CALDONO,2012,143
CALOTO,2012,101
CORINTO,2012,130
EL TAMBO,2012,1158
FLORENCIA,2012,11
GUAPI,2012,150
INZA,2012,83
JAMBALO,2012,158
LA SIERRA,2012,156
LA VEGA,2012,228
LOPEZ,2012,167
MERCADERES,2012,144
MIRANDA,2012,48
MORALES,2012,271
PADILLA,2012,1
PATIA,2012,402
PIAMONTE,2012,1022
PIENDAMO,2012,134
POPAYAN,2012,452
PUERTO TEJADA,2012,3
PURACE,2012,131
PAEZ,2012,341
ROSAS,2012,205
SAN SEBASTIAN,2012,76
SANTA ROSA,2012,207
SANTANDER DE QUILICHAO,2012,133
SILVIA,2012,342
SOTARA,2012,462
SUCRE,2012,49
SUAREZ,2012,206
TIMBIQUI,2012,246
TIMBIO,2012,240
TORIBIO,2012,206
TOTORO,2012,224
VILLA RICA,2012,2
AGUACHICA,2012,114
AGUSTIN CODAZZI,2012,254
ASTREA,2012,86
BECERRIL,2012,261
BOSCONIA,2012,63
CHIMICHAGUA,2012,381
CHIRIGUANA,2012,280
CURUMANI,2012,327
EL COPEY,2012,516
EL PASO,2012,133
GAMARRA,2012,16
GONZALEZ,2012,47
LA GLORIA,2012,303
LA JAGUA DE IBIRICO,2012,236
LA PAZ,2012,215
MANAURE,2012,20
PAILITAS,2012,112
PELAYA,2012,94
PUEBLO BELLO,2012,197
RIO DE ORO,2012,105
SAN ALBERTO,2012,276
SAN DIEGO,2012,161
SAN MARTIN,2012,138
TAMALAMEQUE,2012,129
VALLEDUPAR,2012,683
ACANDI,2012,238
ALTO BAUDO,2012,121
ATRATO,2012,41
BAGADO,2012,67
BAHIA SOLANO,2012,44
BAJO BAUDO,2012,331
BELEN DE BAJIRA,2012,724
BOJAYA,2012,152
CONDOTO,2012,77
CERTEGUI,2012,14
CANTON DEL SAN PABLO,2012,40
EL CARMEN DE ATRATO,2012,42
CARMEN DEL DARIEN,2012,464
EL LITORAL DEL SAN JUAN,2012,148
ISTMINA,2012,252
JURADO,2012,133
LLORO,2012,61
MEDIO ATRATO,2012,47
MEDIO BAUDO,2012,196
MEDIO SAN JUAN,2012,124
NUQUI,2012,35
NOVITA,2012,205
QUIBDO,2012,152
RIOSUCIO,2012,864
RIO IRO,2012,35
RIO QUITO,2012,38
SAN JOSE DEL PALMAR,2012,99
SIPI,2012,145
TADO,2012,53
UNGUIA,2012,501
UNION PANAMERICANA,2012,20
AGUA DE DIOS,2012,6
ALBAN,2012,17
ANAPOIMA,2012,23
ANOLAIMA,2012,16
ARBELAEZ,2012,21
BELTRAN,2012,47
BITUIMA,2012,10
BOJACA,2012,13
CABRERA,2012,53
CACHIPAY,2012,3
CAJICA,2012,42
CAPARRAPI,2012,491
CARMEN DE CARUPA,2012,33
CHAGUANI,2012,13
CHIPAQUE,2012,8
CHOACHI,2012,6
CHOCONTA,2012,11
CHIA,2012,30
COGUA,2012,45
COTA,2012,27
CUCUNUBA,2012,8
CAQUEZA,2012,3
EL COLEGIO,2012,22
EL PE¥ON,2012,30
EL ROSAL,2012,20
FACATATIVA,2012,47
FOSCA,2012,10
FUNZA,2012,32
FUSAGASUGA,2012,17
FOMEQUE,2012,9
FUQUENE,2012,21
GACHALA,2012,28
GACHANCIPA,2012,2
GACHETA,2012,12
GAMA,2012,3
GIRARDOT,2012,19
GRANADA,2012,19
GUACHETA,2012,45
GUADUAS,2012,260
GUASCA,2012,14
GUATAQUI,2012,21
GUATAVITA,2012,6
GUAYABAL DE  SIQUIMA,2012,10
GUAYABETAL,2012,19
GUTIERREZ,2012,37
JERUSALEN,2012,60
JUNIN,2012,15
LA CALERA,2012,25
LA MESA,2012,14
LA PALMA,2012,94
LA PE¥A,2012,45
LA VEGA,2012,35
LENGUAZAQUE,2012,25
MACHETA,2012,8
MADRID,2012,36
MANTA,2012,3
MEDINA,2012,233
MOSQUERA,2012,35
NARI¥O,2012,3
NEMOCON,2012,17
NILO,2012,19
NIMAIMA,2012,11
NOCAIMA,2012,8
PACHO,2012,39
PAIME,2012,18
PANDI,2012,28
PARATEBUENO,2012,463
PASCA,2012,35
PUERTO SALGAR,2012,232
PULI,2012,45
QUEBRADANEGRA,2012,26
QUETAME,2012,6
QUIPILE,2012,18
RAFAEL REYES,2012,9
RICAURTE,2012,12
SAN ANTONIO DEL TEQUENDAMA,2012,6
SAN BERNARDO,2012,23
SAN CAYETANO,2012,39
SAN FRANCISCO,2012,20
SAN JUAN DE RIO SECO,2012,37
SASAIMA,2012,30
SESQUILE,2012,9
SIBATE,2012,36
SILVANIA,2012,8
SIMIJACA,2012,13
SOACHA,2012,56
SOPO,2012,10
SUBACHOQUE,2012,27
SUESCA,2012,7
SUPATA,2012,15
SUSA,2012,16
SUTATAUSA,2012,12
TABIO,2012,21
TAUSA,2012,31
TENA,2012,2
TENJO,2012,14
TIBACUY,2012,7
TIBIRITA,2012,3
TOCANCIPA,2012,5
TOCAIMA,2012,12
TOPAIPI,2012,10
UBALA,2012,99
UBAQUE,2012,5
UNE,2012,22
VENECIA,2012,20
VERGARA,2012,10
VIANI,2012,7
UBATE,2012,30
VILLAGOMEZ,2012,5
VILLAPINZON,2012,7
VILLETA,2012,44
VIOTA,2012,27
YACOPI,2012,214
ZIPACON,2012,11
ZIPAQUIRA,2012,49
UTICA,2012,47
AYAPEL,2012,435
BUENAVISTA,2012,74
CANALETE,2012,229
CERETE,2012,14
CHIMA,2012,14
CHINU,2012,53
CIENAGA DE ORO,2012,196
COTORRA,2012,1
LA APARTADA,2012,29
LOS CORDOBAS,2012,455
MOMIL,2012,9
MONTELIBANO,2012,571
MONTERIA,2012,650
MO¥ITOS,2012,64
PLANETA RICA,2012,136
PUEBLO NUEVO,2012,318
PUERTO ESCONDIDO,2012,357
PUERTO LIBERTADOR,2012,511
PURISIMA,2012,12
SAN ANDRES DE SOTAVENTO,2012,44
SAN ANTERO,2012,43
SAHAGUN,2012,180
SAN BERNARDO DEL VIENTO,2012,32
SAN CARLOS,2012,68
SAN PELAYO,2012,46
LORICA,2012,135
TIERRALTA,2012,2218
VALENCIA,2012,1020
BARRANCO MINAS,2012,201
CACAHUAL,2012,39
LA GUADALUPE,2012,20
MAPIRIPANA,2012,97
MORICHAL NUEVO,2012,134
PANA PANA,2012,179
PUERTO COLOMBIA,2012,166
INIRIDA,2012,638
SAN FELIPE,2012,20
CALAMAR,2012,3644
EL RETORNO,2012,2407
MIRAFLORES,2012,1354
SAN JOSE DEL GUAVIARE,2012,5453
ACEVEDO,2012,352
AGRADO,2012,105
AIPE,2012,196
ALGECIRAS,2012,150
ALTAMIRA,2012,167
BARAYA,2012,80
CAMPOALEGRE,2012,129
COLOMBIA,2012,295
ELIAS,2012,32
GARZON,2012,224
GIGANTE,2012,175
GUADALUPE,2012,123
HOBO,2012,31
IQUIRA,2012,199
ISNOS,2012,132
LA ARGENTINA,2012,160
LA PLATA,2012,349
NEIVA,2012,372
NATAGA,2012,72
OPORAPA,2012,55
PAICOL,2012,134
PALERMO,2012,424
PALESTINA,2012,105
PITAL,2012,124
PITALITO,2012,267
RIVERA,2012,73
SALADOBLANCO,2012,65
SAN AGUSTIN,2012,140
SANTA MARIA,2012,200
SUAZA,2012,201
TARQUI,2012,219
TELLO,2012,65
TERUEL,2012,156
TESALIA,2012,290
TIMANA,2012,133
VILLAVIEJA,2012,9
YAGUARA,2012,116
BARRANCAS,2012,382
DIBULLA,2012,381
DISTRACCION,2012,25
EL MOLINO,2012,10
FONSECA,2012,56
HATONUEVO,2012,54
LA JAGUA DEL PILAR,2012,45
MAICAO,2012,572
MANAURE,2012,9
RIOHACHA,2012,1775
SAN JUAN DEL CESAR,2012,221
URIBIA,2012,9
URUMITA,2012,36
VILLANUEVA,2012,33
ALGARROBO,2012,207
ARACATACA,2012,662
ARIGUAINI,2012,112
CERRO SAN ANTONIO,2012,1
CHIVOLO,2012,227
CIENAGA,2012,510
CONCORDIA,2012,1
EL BANCO,2012,182
EL PI¥ON,2012,43
EL RETEN,2012,88
FUNDACION,2012,319
GUAMAL,2012,98
NUEVA GRANADA,2012,131
PEDRAZA,2012,7
PIJI¥O DEL CARMEN,2012,151
PIVIJAY,2012,501
PLATO,2012,395
PUEBLOVIEJO,2012,247
REMOLINO,2012,32
SABANAS DE SAN ANGEL,2012,393
SALAMINA,2012,7
SAN SEBASTIAN DE BUENAVISTA,2012,56
SAN ZENON,2012,25
SANTA ANA,2012,95
SANTA BARBARA DE PINTO,2012,5
SANTA MARTA,2012,417
SITIONUEVO,2012,5
TENERIFE,2012,93
ZAPAYAN,2012,20
ZONA BANANERA,2012,419
ACACIAS,2012,189
BARRANCA DE UPIA,2012,201
CABUYARO,2012,244
CASTILLA LA NUEVA,2012,94
CUMARAL,2012,222
EL CALVARIO,2012,14
EL CASTILLO,2012,65
EL DORADO,2012,10
FUENTE DE ORO,2012,105
GRANADA,2012,42
GUAMAL,2012,16
LA MACARENA,2012,6156
LA URIBE,2012,1571
LEJANIAS,2012,36
MAPIRIPAN,2012,1544
MESETAS,2012,387
PUERTO CONCORDIA,2012,597
PUERTO GAITAN,2012,276
PUERTO LLERAS,2012,531
PUERTO LOPEZ,2012,261
PUERTO RICO,2012,1278
RESTREPO,2012,33
SAN CARLOS DE GUAROA,2012,136
SAN JUAN DE ARAMA,2012,150
SAN JUANITO,2012,22
SAN LUIS DE CUBARRAL,2012,46
SAN MARTIN,2012,589
VILLAVICENCIO,2012,245
VISTAHERMOSA,2012,1388
ALBAN,2012,13
ALDANA,2012,24
ANCUYA,2012,12
ARBOLEDA,2012,14
BARBACOAS,2012,365
BELEN,2012,14
BUESACO,2012,122
CHACHAGUI,2012,42
COLON,2012,27
CONSACA,2012,46
CONTADERO,2012,2
CUASPUD,2012,21
CUMBAL,2012,247
CUMBITARA,2012,126
CORDOBA,2012,5
EL CHARCO,2012,372
EL PE¥OL,2012,7
EL ROSARIO,2012,84
EL TABLON,2012,78
EL TAMBO,2012,40
FRANCISCO PIZARRO,2012,104
FUNES,2012,13
GUACHUCAL,2012,39
GUAITARILLA,2012,15
GUALMATAN,2012,2
ILES,2012,3
IMUES,2012,2
IPIALES,2012,237
LA CRUZ,2012,31
LA FLORIDA,2012,58
LA LLANADA,2012,67
LA TOLA,2012,27
LA UNION,2012,94
LEIVA,2012,62
LINARES,2012,34
LOS ANDES,2012,99
MAGUI,2012,247
MALLAMA,2012,398
MOSQUERA,2012,65
NARI¥O,2012,39
OLAYA,2012,231
OSPINA,2012,3
POLICARPA,2012,94
POTOSI,2012,20
PROVIDENCIA,2012,37
PUERRES,2012,5
PUPIALES,2012,32
RICAURTE,2012,189
ROBERTO PAYAN,2012,309
SAMANIEGO,2012,312
SAN BERNARDO,2012,19
PASTO,2012,117
SAN LORENZO,2012,85
SAN PABLO,2012,55
SAN PEDRO DE CARTAGO,2012,25
SANDONA,2012,31
SANTA BARBARA,2012,72
SANTA CRUZ,2012,312
SAPUYES,2012,18
TAMINANGO,2012,34
TANGUA,2012,58
TUMACO,2012,2365
TUQUERRES,2012,93
YACUANQUER,2012,18
ABREGO,2012,293
ARBOLEDAS,2012,121
BOCHALEMA,2012,181
BUCARASICA,2012,113
CHINACOTA,2012,78
CHITAGA,2012,131
CONVENCION,2012,268
CUCUTILLA,2012,62
CACHIRA,2012,192
CACOTA,2012,11
DURANIA,2012,251
EL CARMEN,2012,408
EL TARRA,2012,575
EL ZULIA,2012,1115
GRAMALOTE,2012,70
HACARI,2012,163
HERRAN,2012,20
LA ESPERANZA,2012,337
LA PLAYA,2012,76
LABATECA,2012,27
LOS PATIOS,2012,120
LOURDES,2012,97
MUTISCUA,2012,12
OCA¥A,2012,176
PAMPLONA,2012,128
PAMPLONITA,2012,99
PUERTO SANTANDER,2012,8
RAGONVALIA,2012,39
SALAZAR,2012,192
SAN CALIXTO,2012,218
SAN CAYETANO,2012,119
CUCUTA,2012,1580
SANTIAGO,2012,203
SILOS,2012,11
SARDINATA,2012,1800
TEORAMA,2012,435
TIBU,2012,3564
TOLEDO,2012,321
VILLA CARO,2012,151
VILLA DEL ROSARIO,2012,50
COLON,2012,4
ORITO,2012,663
PUERTO ASIS,2012,1663
PUERTO CAICEDO,2012,696
PUERTO GUZMAN,2012,5704
PUERTO LEGUIZAMO,2012,2521
SAN FRANCISCO,2012,20
SAN MIGUEL,2012,297
MOCOA,2012,173
SANTIAGO,2012,18
SIBUNDOY,2012,4
VALLE DEL GUAMUEZ,2012,620
VILLAGARZON,2012,424
ARMENIA,2012,136
BUENAVISTA,2012,74
CALARCA,2012,203
CIRCASIA,2012,53
CORDOBA,2012,63
FILANDIA,2012,35
GENOVA,2012,132
LA TEBAIDA,2012,39
MONTENEGRO,2012,138
PIJAO,2012,141
QUIMBAYA,2012,87
SALENTO,2012,107
APIA,2012,105
BALBOA,2012,103
BELEN DE UMBRIA,2012,116
DOSQUEBRADAS,2012,10
GUATICA,2012,61
LA CELIA,2012,77
LA VIRGINIA,2012,4
MARSELLA,2012,85
MISTRATO,2012,52
PEREIRA,2012,180
PUEBLO RICO,2012,76
QUINCHIA,2012,38
SANTA ROSA DE CABAL,2012,138
SANTUARIO,2012,122
ISLAS SERRANILLA,2012,0
PROVIDENCIA,2012,0
SAN ANDRES,2012,0
AGUADA,2012,10
ALBANIA,2012,28
ARATOCA,2012,16
BARBOSA,2012,28
BARICHARA,2012,6
BARRANCABERMEJA,2012,1013
BETULIA,2012,137
BOLIVAR,2012,346
BUCARAMANGA,2012,42
CABRERA,2012,7
CALIFORNIA,2012,8
CAPITANEJO,2012,3
CARCASI,2012,14
CEPITA,2012,5
CERRITO,2012,8
CHARALA,2012,35
CHARTA,2012,33
CHIMA,2012,6
CHIPATA,2012,30
CIMITARRA,2012,980
CONCEPCION,2012,5
CONFINES,2012,13
CONTRATACION,2012,6
COROMORO,2012,36
CURITI,2012,46
EL CARMEN DE CHUCURI,2012,249
EL GUACAMAYO,2012,6
EL PE¥ON,2012,15
EL PLAYON,2012,126
ENCINO,2012,50
ENCISO,2012,5
FLORIDABLANCA,2012,19
FLORIAN,2012,11
GALAN,2012,23
GIRON,2012,227
GUACA,2012,16
GUADALUPE,2012,18
GUAPOTA,2012,5
GUAVATA,2012,21
GAMBITA,2012,73
GUEPSA,2012,33
HATO,2012,14
JESUS MARIA,2012,10
JORDAN,2012,1
LA BELLEZA,2012,61
LA PAZ,2012,25
LANDAZURI,2012,155
LEBRIJA,2012,184
LOS SANTOS,2012,5
MACARAVITA,2012,4
MATANZA,2012,56
MOGOTES,2012,77
MOLAGAVITA,2012,7
MALAGA,2012,2
OCAMONTE,2012,16
OIBA,2012,37
ONZAGA,2012,30
PALMAR,2012,0
PALMAS DEL SOCORRO,2012,9
PIEDECUESTA,2012,86
PINCHOTE,2012,12
PUENTE NACIONAL,2012,47
PUERTO PARRA,2012,861
PUERTO WILCHES,2012,2637
PARAMO,2012,23
RIONEGRO,2012,406
SABANA DE TORRES,2012,1093
SAN ANDRES,2012,23
SAN BENITO,2012,55
SAN GIL,2012,23
SAN JOAQUIN,2012,14
SAN JOSE DE MIRANDA,2012,1
SAN MIGUEL,2012,5
SAN VICENTE DE CHUCURI,2012,743
SANTA BARBARA,2012,16
SANTA HELENA DEL OPON,2012,49
SIMACOTA,2012,845
SOCORRO,2012,31
SUAITA,2012,49
SUCRE,2012,219
SURATA,2012,70
TONA,2012,17
VALLE DE SAN JOSE,2012,16
VETAS,2012,5
VILLANUEVA,2012,1
VELEZ,2012,95
ZAPATOCA,2012,34
BUENAVISTA,2012,3
CAIMITO,2012,43
CHALAN,2012,22
COLOSO,2012,33
COROZAL,2012,26
COVEÑAS,2012,1
EL ROBLE,2012,63
GALERAS,2012,61
GUARANDA,2012,31
LA UNION,2012,47
LOS PALMITOS,2012,12
MAJAGUAL,2012,41
MORROA,2012,41
OVEJAS,2012,200
SAMPUES,2012,9
SAN ANTONIO DE PALMITO,2012,11
SAN BENITO ABAD,2012,181
SAN JUAN DE BETULIA,2012,7
SAN MARCOS,2012,144
SAN ONOFRE,2012,260
SAN PEDRO,2012,1
SINCELEJO,2012,35
SINCE,2012,32
SUCRE,2012,74
TOLUVIEJO,2012,23
TOLU,2012,9
ALPUJARRA,2012,68
ALVARADO,2012,116
AMBALEMA,2012,45
ANZOATEGUI,2012,131
ARMERO,2012,133
ATACO,2012,553
CAJAMARCA,2012,101
CARMEN DE APICALA,2012,43
CASABIANCA,2012,45
CHAPARRAL,2012,408
COELLO,2012,30
COYAIMA,2012,38
CUNDAY,2012,175
DOLORES,2012,198
ESPINAL,2012,23
FALAN,2012,84
FLANDES,2012,2
FRESNO,2012,118
GUAMO,2012,59
HERVEO,2012,89
HONDA,2012,73
IBAGUE,2012,530
ICONONZO,2012,72
LERIDA,2012,66
LIBANO,2012,160
MELGAR,2012,39
MURILLO,2012,22
NATAGAIMA,2012,62
ORTEGA,2012,307
PALOCABILDO,2012,66
PIEDRAS,2012,73
PLANADAS,2012,436
PRADO,2012,140
PURIFICACION,2012,176
RIOBLANCO,2012,187
RONCESVALLES,2012,80
ROVIRA,2012,404
SALDA¥A,2012,42
SAN ANTONIO,2012,96
SAN LUIS,2012,91
SAN SEBASTIAN,2012,125
SANTA ISABEL,2012,53
SUAREZ,2012,57
VALLE DE SAN JUAN,2012,92
VENADILLO,2012,84
VILLAHERMOSA,2012,65
VILLARRICA,2012,49
ALCALA,2012,41
ANDALUCIA,2012,11
ANSERMANUEVO,2012,131
ARGELIA,2012,43
BOLIVAR,2012,108
BUENAVENTURA,2012,397
BUGALAGRANDE,2012,87
CAICEDONIA,2012,188
CALIMA,2012,230
CANDELARIA,2012,28
CARTAGO,2012,43
DAGUA,2012,182
EL CAIRO,2012,47
EL CERRITO,2012,74
EL DOVIO,2012,41
EL AGUILA,2012,74
FLORIDA,2012,91
GINEBRA,2012,47
GUACARI,2012,30
BUGA,2012,151
JAMUNDI,2012,172
LA CUMBRE,2012,219
LA UNION,2012,20
LA VICTORIA,2012,21
OBANDO,2012,36
PALMIRA,2012,160
PRADERA,2012,82
RESTREPO,2012,133
RIOFRIO,2012,70
ROLDANILLO,2012,58
